stream_id,created_at,created_display,content,title,type,symbol,topics,username,fullname,user_id,is_verified,is_pro,total_likes,total_replies,parent_stream_id,is_pinned,is_trending,has_image,image_url,tp_target_price,tp_last_price,tp_duration_days,tp_agree,tp_disagree,url,label
29135434,2026-03-03 08:45:49,"3 Mar 26, 08:45",$ELSA mas mas GR : tidak semudah itu.,,STREAM_TYPE_UNSPECIFIED,ELSA,ELSA,Faizyx,Pena Harian,1755203,False,False,0,1,29135394,False,False,False,,,,,,,https://stockbit.com/stream/29135434,Netral
29135398,2026-03-03 08:45:12,"3 Mar 26, 08:45","Jakarta, CNBC Indonesia - Indeks Harga Saham Gabungan (IHSG) terkoreksi signifikan di tengah kekhawatiran eskalasi perang antara AS-Israel dan Iran. Pada perdagangan Senin (2/3/2026), indeks turun 218,66 atau -2,66% ke 8.016,83. Nilai transaksi kemarin tinggi, tembus Rp29,83 triliun, melibatkan 56,6...",Asing Terciduk Kompak Lego 10 Saham Ini Kala IHSG Anjlok,STREAM_TYPE_NEWS,ELSA,"IHSG, MEDC, BBCA, BBNI, BMRI, ELSA, EMAS, INCO, HRTA, SGX-BJE, CUAN, BUMI",StockbitNews,Stockbit News,472,True,False,1,0,0,False,False,True,https://awsimages.detik.net.id/visual/2025/09/09/pergerakan-indeks-harga-saham-gabungan-ihsg-di-bursa-efek-indonesia-jakarta-selasa-992025-cnbc-indonesiamuhammad-sabki-1757395638459_169.jpeg?w=900&q=80,,,,,,https://stockbit.com/stream/29135398,Negatif
29135394,2026-03-03 08:45:07,"3 Mar 26, 08:45",$ELSA naik 1200 bisa sih harusnya🥶,,STREAM_TYPE_UNSPECIFIED,ELSA,ELSA,azlaninho,hakim,4984589,False,False,0,1,29135394,False,False,False,,,,,,,https://stockbit.com/stream/29135394,Positif
29135389,2026-03-03 08:45:00,"3 Mar 26, 08:45",$ENRG ultimatum kepada Bei harap jangan ada suspend dulu dikarena kan lagi perang   rt $ELSA $APEX,,STREAM_TYPE_UNSPECIFIED,ELSA,"ENRG, ELSA, APEX",BurhanAlamsyah,Burhan Alamsyah,4737744,False,False,0,0,0,False,False,False,,,,,,,https://stockbit.com/stream/29135389,Netral
29135291,2026-03-03 08:42:23,"3 Mar 26, 08:42",$TFAS jangan sampe ketinggalannn🚀🚀🚀  rt: $MEDC $ELSA,,STREAM_TYPE_UNSPECIFIED,ELSA,"TFAS, MEDC, ELSA",Ociwww,Rosa,6030731,False,False,0,0,0,False,False,False,,,,,,,https://stockbit.com/stream/29135291,Positif
29135259,2026-03-03 08:41:31,"3 Mar 26, 08:41","$TFAS Infonya Emiten bakalan ARA nih, Ayo cepetan masuk sebelum market open cuyy  $ENRG $ELSA",,STREAM_TYPE_UNSPECIFIED,ELSA,"TFAS, ENRG, ELSA",AhmadHidayat732,Ahmad Hidayat,5908004,False,False,0,0,0,False,False,False,,,,,,,https://stockbit.com/stream/29135259,Positif
29135258,2026-03-03 08:41:30,"3 Mar 26, 08:41",$ENRG $ELSA $MEDC,,STREAM_TYPE_UNSPECIFIED,ELSA,"ENRG, ELSA, MEDC",tanyatanya,r,151,False,False,0,0,0,False,False,False,,,,,,,https://stockbit.com/stream/29135258,Netral
29135228,2026-03-03 08:40:44,"3 Mar 26, 08:40",gass masuk kamar neng $ELSA,,STREAM_TYPE_UNSPECIFIED,ELSA,ELSA,Muhammadilham375,Muhammad Ilham,3689649,False,False,0,1,29135170,False,False,False,,,,,,,https://stockbit.com/stream/29135228,Positif
29135172,2026-03-03 08:38:53,"3 Mar 26, 08:38","@auliaaaa2938 jgn cutloss nnti klo $ELSA harganya dibanting & $IHSG merah membara hari ini., itu semua kelakuan Messi",,STREAM_TYPE_UNSPECIFIED,ELSA,"ELSA, IHSG",RonaldoSihombing03,ktpngtrdrD12,6326304,False,False,0,19,29134236,False,False,False,,,,,,,https://stockbit.com/stream/29135172,Positif
29135170,2026-03-03 08:38:47,"3 Mar 26, 08:38",$ELSA Apakah?,,STREAM_TYPE_UNSPECIFIED,ELSA,ELSA,RioMalik,Sweeterio,1992022,False,False,0,1,29135170,False,False,False,,1300.0,1000.0,180.0,26.0,3.0,https://stockbit.com/stream/29135170,Netral
29135166,2026-03-03 08:38:32,"3 Mar 26, 08:38",saya udah beberapa kali profit di $ELSA apalagi TP kemarin lumayan dan masuk lagi di harga penutupan. harusnya hari ini masih bullish,,STREAM_TYPE_UNSPECIFIED,ELSA,ELSA,Andrairma,Rizky Candra,5601316,False,False,0,19,29134236,False,False,False,,,,,,,https://stockbit.com/stream/29135166,Positif
